,case_id,bcoefficient,publication_year,total_citations,max_citations_in_a_year,max_citation_year,awakening_time_year,sleep_time_years,time_from_awakening_to_peak_years,peak_year_relative_importance,sleep_to_peak_ratio,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,hits_hubs,hits_authorities,case_name,top_cited,source,subject
25725,62002CJ0309,0.0,2004,6,1,2005,2004,0,1,0.16666666666666666,0.0,  Case C-309/02,EU:C:2004:799,Judgement,Lenaerts,Ruiz-Jarabo Colomer,Germany,Germany-Grand Chamber,Grand Chamber,3,2002-08-29,2004-12-14,2004,12,2002.0,8.0,2.2958904109589042,1,0,Judgment of the Court (Grand Chamber) of 14 December 2004. , Radlberger Getränkegesellschaft mbH &amp; Co. and S. Spitz KG v Land Baden-Württemberg. ,0.0022628530050687904,0.05025825409110958,0.0006625282459443383,5.521148449658342e-05,0.00035666350095596563,0.0001817583716425874,62002CJ0309:  Radlberger Getränkegesellschaft mbH &amp; Co. and S. Spitz KG v Land Baden-Württemberg. ,0,62002CJ0309,Environment
25731,62003CJ0239,1.0,2004,4,1,2006,2005,1,1,0.25,1.0,  Case C-239/03,EU:C:2004:598,Judgement,Schintgen,Ruiz-Jarabo Colomer,France,France-Second Chamber,Second Chamber,2,2003-06-04,2004-10-07,2004,10,2003.0,6.0,1.3452054794520547,1,0,Judgment of the Court (Second Chamber) of 7  October  2004. , Commission of the European Communities v French Republic. ,0.0006335988414192613,0.04704779053831721,0.00013496626549091312,5.800774645302771e-05,1.6227816977820074e-05,2.1196135133515704e-05,62003CJ0239:  Commission of the European Communities v French Republic. ,0,62003CJ0239,Environment
25734,62003CJ0239,1.0,2004,4,1,2006,2005,1,1,0.25,1.0,  Case C-239/03,EU:C:2004:598,Judgement,Schintgen,Ruiz-Jarabo Colomer,France,France-Second Chamber,Second Chamber,2,2003-06-04,2004-10-07,2004,10,2003.0,6.0,1.3452054794520547,1,0,Judgment of the Court (Second Chamber) of 7  October  2004. , Commission of the European Communities v French Republic. ,0.0006335988414192613,0.04704779053831721,0.00013496626549091312,5.800774645302771e-05,1.6227816977820074e-05,2.1196135133515704e-05,62003CJ0239:  Commission of the European Communities v French Republic. ,0,62003CJ0239,Environment
25737,62003CJ0213,0.0,2004,3,1,2004,2004,0,0,0.3333333333333333,0.0,Case C-213/03,EU:C:2004:464,Judgement,Schintgen,Ruiz-Jarabo Colomer,France,France-Second Chamber,Second Chamber,2,2003-05-19,2004-07-15,2004,7,2003.0,5.0,1.158904109589041,1,0,Judgment of the Court (Second Chamber) of 15 July 2004.,Syndicat professionnel coordination des pêcheurs de l'étang de Berre et de la région v Électricité de France (EDF).,0.0006335988414192613,0.04376342038875256,0.0001577019999528933,4.863624232174463e-05,0.00015459024056208308,2.745613443610515e-05,62003CJ0213: Syndicat professionnel coordination des pêcheurs de l'étang de Berre et de la région v Électricité de France (EDF).,0,62003CJ0213,Environment
25740,62003CJ0213,0.0,2004,3,1,2004,2004,0,0,0.3333333333333333,0.0,Case C-213/03,EU:C:2004:464,Judgement,Schintgen,Ruiz-Jarabo Colomer,France,France-Second Chamber,Second Chamber,2,2003-05-19,2004-07-15,2004,7,2003.0,5.0,1.158904109589041,1,0,Judgment of the Court (Second Chamber) of 15 July 2004.,Syndicat professionnel coordination des pêcheurs de l'étang de Berre et de la région v Électricité de France (EDF).,0.0006335988414192613,0.04376342038875256,0.0001577019999528933,4.863624232174463e-05,0.00015459024056208308,2.745613443610515e-05,62003CJ0213: Syndicat professionnel coordination des pêcheurs de l'étang de Berre et de la région v Électricité de France (EDF).,0,62003CJ0213,Environment
25741,62002CJ0087,0.0,2004,5,1,2004,2004,0,0,0.2,0.0,  Case C-87/02,EU:C:2004:363,Judgement,Rosas,Ruiz-Jarabo Colomer,Italy,Italy-First Chamber,First Chamber,2,2002-03-13,2004-06-10,2004,6,2002.0,3.0,2.2465753424657535,1,0,Judgment of the Court (First Chamber) of 10 June 2004. , Commission of the European Communities v Italian Republic. ,0.0008146270818247647,0.04304119256834102,0.00020880755170622845,8.208583373821273e-05,6.666513579995041e-05,8.909941182839624e-06,62002CJ0087:  Commission of the European Communities v Italian Republic. ,0,62002CJ0087,Environment
25743,62002CJ0087,0.0,2004,5,1,2004,2004,0,0,0.2,0.0,  Case C-87/02,EU:C:2004:363,Judgement,Rosas,Ruiz-Jarabo Colomer,Italy,Italy-First Chamber,First Chamber,2,2002-03-13,2004-06-10,2004,6,2002.0,3.0,2.2465753424657535,1,0,Judgment of the Court (First Chamber) of 10 June 2004. , Commission of the European Communities v Italian Republic. ,0.0008146270818247647,0.04304119256834102,0.00020880755170622845,8.208583373821273e-05,6.666513579995041e-05,8.909941182839624e-06,62002CJ0087:  Commission of the European Communities v Italian Republic. ,0,62002CJ0087,Environment
25745,62002CJ0182,2.0,2003,6,2,2005,2004,1,1,0.3333333333333333,1.0,  Case C-182/02,EU:C:2003:558,Judgement,Gulmann,Ruiz-Jarabo Colomer,France,France-Sixth Chamber,Sixth Chamber,1,2002-05-15,2003-10-16,2003,10,2002.0,5.0,1.4219178082191781,1,0,Judgment of the Court (Sixth Chamber) of 16 October 2003. , Ligue pour la protection des oiseaux and Others v Premier ministre and Ministre de l'Aménagement du territoire et de l'Environnement. ,0.0006335988414192613,0.04413764480468378,2.3773972360329767e-06,0.0001132267949626205,7.104159051421285e-09,0.0003621763066996082,62002CJ0182:  Ligue pour la protection des oiseaux and Others v Premier ministre and Ministre de l'Aménagement du territoire et de l'Environnement. ,0,62002CJ0182,Environment
25747,62001CJ0174,0.0,2002,1,1,2003,2002,0,1,1.0,0.0,  Case C-174/01,EU:C:2002:725,Judgement,La Pergola,Ruiz-Jarabo Colomer,Luxembourg,Luxembourg-Fifth Chamber,Fifth Chamber,1,2001-04-23,2002-12-05,2002,12,2001.0,4.0,1.6191780821917807,1,0,Judgment of the Court (Fifth Chamber) of 5 December 2002. , Commission of the European Communities v Grand Duchy of Luxemburg. ,0.0004525706010137581,0.04998975642437759,0.00012356489091198334,3.295424350312341e-05,7.857194960697513e-06,7.433932560763408e-05,62001CJ0174:  Commission of the European Communities v Grand Duchy of Luxemburg. ,0,62001CJ0174,Environment
25749,62001CJ0323,17.0,2002,17,6,2006,2004,2,2,0.35294117647058826,1.0,  Case C-323/01,EU:C:2002:320,Judgement,Gulmann,Ruiz-Jarabo Colomer,Italy,Italy-Third Chamber,Third Chamber,2,2001-08-24,2002-05-30,2002,5,2001.0,8.0,0.7643835616438356,1,0,Judgment of the Court (Third Chamber) of 30 May 2002. , Commission of the European Communities v Italian Republic. ,0.0016292541636495294,0.05179212782342279,0.0004033639526801192,0.00026138457021518337,2.1243674477708497e-05,0.000109005776894198,62001CJ0323:  Commission of the European Communities v Italian Republic. ,1,62001CJ0323,Environment
25751,62001CJ0323,17.0,2002,17,6,2006,2004,2,2,0.35294117647058826,1.0,  Case C-323/01,EU:C:2002:320,Judgement,Gulmann,Ruiz-Jarabo Colomer,Italy,Italy-Third Chamber,Third Chamber,2,2001-08-24,2002-05-30,2002,5,2001.0,8.0,0.7643835616438356,1,0,Judgment of the Court (Third Chamber) of 30 May 2002. , Commission of the European Communities v Italian Republic. ,0.0016292541636495294,0.05179212782342279,0.0004033639526801192,0.00026138457021518337,2.1243674477708497e-05,0.000109005776894198,62001CJ0323:  Commission of the European Communities v Italian Republic. ,1,62001CJ0323,Environment
25752,62000CJ0423,0.0,2002,5,2,2002,2002,0,0,0.4,0.0,  Case C-423/00,EU:C:2002:32,Judgement,Schintgen,Ruiz-Jarabo Colomer,Belgium,Belgium-Second Chamber,Second Chamber,1,2000-11-16,2002-01-17,2002,1,2000.0,11.0,1.16986301369863,1,0,Judgment of the Court (Second Chamber) of 17 January 2002. , Commission of the European Communities v Kingdom of Belgium. ,0.0005430847212165098,0.04163341694419083,5.3377167284648245e-05,0.00011477261904161848,5.201944778492259e-06,3.0106955920723223e-05,62000CJ0423:  Commission of the European Communities v Kingdom of Belgium. ,0,62000CJ0423,Environment
25753,62000CJ0394,0.0,2002,7,3,2002,2002,0,0,0.42857142857142855,0.0,  Case C-394/00,EU:C:2002:30,Judgement,Schintgen,Ruiz-Jarabo Colomer,Ireland,Ireland-Second Chamber,Second Chamber,1,2000-10-25,2002-01-17,2002,1,2000.0,10.0,1.2301369863013698,1,0,Judgment of the Court (Second Chamber) of 17 January 2002. , Commission of the European Communities v Ireland. ,0.0009956553222302679,0.04533614976263639,0.0002526429353856599,0.00016114667046749183,7.481274127155438e-06,3.816989742981582e-06,62000CJ0394:  Commission of the European Communities v Ireland. ,0,62000CJ0394,Environment
25754,62000CJ0147,0.0,2001,23,11,2002,2001,0,1,0.4782608695652174,0.0,  Case C-147/00,EU:C:2001:175,Judgement,Cunha Rodrigues,Ruiz-Jarabo Colomer,France,France-Sixth Chamber,Sixth Chamber,2,2000-04-17,2001-03-15,2001,3,2000.0,4.0,0.9095890410958904,1,0,Judgment of the Court (Sixth Chamber) of 15 March 2001. , Commission of the European Communities v French Republic. ,0.0022628530050687904,0.05496882805508849,0.0001256729143555393,0.0006974405447514095,1.5902601079941573e-06,1.5873581814070285e-05,62000CJ0147:  Commission of the European Communities v French Republic. ,1,62000CJ0147,Environment
25756,62000CJ0147,0.0,2001,23,11,2002,2001,0,1,0.4782608695652174,0.0,  Case C-147/00,EU:C:2001:175,Judgement,Cunha Rodrigues,Ruiz-Jarabo Colomer,France,France-Sixth Chamber,Sixth Chamber,2,2000-04-17,2001-03-15,2001,3,2000.0,4.0,0.9095890410958904,1,0,Judgment of the Court (Sixth Chamber) of 15 March 2001. , Commission of the European Communities v French Republic. ,0.0022628530050687904,0.05496882805508849,0.0001256729143555393,0.0006974405447514095,1.5902601079941573e-06,1.5873581814070285e-05,62000CJ0147:  Commission of the European Communities v French Republic. ,1,62000CJ0147,Environment
25758,61999CJ0435,0.5,2000,6,3,2002,2001,1,1,0.5,1.0,  Case C-435/99,EU:C:2000:684,Judgement,Jann,Ruiz-Jarabo Colomer,Portugal,Portugal-First Chamber,First Chamber,2,1999-11-12,2000-12-12,2000,12,1999.0,11.0,1.084931506849315,1,0,Judgment of the Court (First Chamber) of 12 December 2000. , Commission of the European Communities v Portuguese Republic. ,0.0006335988414192613,0.0485386537931142,4.156939967560672e-05,0.00019423970061137132,5.8817848083803913e-08,4.188450517433243e-05,61999CJ0435:  Commission of the European Communities v Portuguese Republic. ,0,61999CJ0435,Environment
25761,61999CJ0435,0.5,2000,6,3,2002,2001,1,1,0.5,1.0,  Case C-435/99,EU:C:2000:684,Judgement,Jann,Ruiz-Jarabo Colomer,Portugal,Portugal-First Chamber,First Chamber,2,1999-11-12,2000-12-12,2000,12,1999.0,11.0,1.084931506849315,1,0,Judgment of the Court (First Chamber) of 12 December 2000. , Commission of the European Communities v Portuguese Republic. ,0.0006335988414192613,0.0485386537931142,4.156939967560672e-05,0.00019423970061137132,5.8817848083803913e-08,4.188450517433243e-05,61999CJ0435:  Commission of the European Communities v Portuguese Republic. ,0,61999CJ0435,Environment
25764,61999CJ0038,0.0,2000,2,1,2001,2000,0,1,0.5,0.0,  Case C-38/99,EU:C:2000:674,Judgement,Gulmann,Ruiz-Jarabo Colomer,France,France-Sixth Chamber,Sixth Chamber,1,1999-02-10,2000-12-07,2000,12,1999.0,2.0,1.8246575342465754,1,0,Judgment of the Court (Sixth Chamber) of 7 December 2000. , Commission of the European Communities v French Republic. ,0.0003620564808110065,0.04100634715452898,0.00010560674245157252,5.340888001771505e-05,7.134040640938319e-09,2.144179589299059e-06,61999CJ0038:  Commission of the European Communities v French Republic. ,0,61999CJ0038,Environment
25767,61997CJ0387,60.0,2000,18,3,2007,2006,6,1,0.16666666666666666,0.16666666666666666,  Case C-387/97,EU:C:2000:356,Judgement,Ragnemalm,Ruiz-Jarabo Colomer,Greece,Greece-not_specified,not_specified,2,1997-11-14,2000-07-04,2000,7,1997.0,11.0,2.638356164383562,1,0,Judgment of the Court of 4 July 2000. , Commission of the European Communities v Hellenic Republic. ,0.001900796524257784,0.06029521683225919,0.0003359678012411893,0.0005220412911184388,9.993473311227474e-06,4.100550201992445e-05,61997CJ0387:  Commission of the European Communities v Hellenic Republic. ,1,61997CJ0387,Environment
25770,61997CJ0387,60.0,2000,18,3,2007,2006,6,1,0.16666666666666666,0.16666666666666666,  Case C-387/97,EU:C:2000:356,Judgement,Ragnemalm,Ruiz-Jarabo Colomer,Greece,Greece-not_specified,not_specified,2,1997-11-14,2000-07-04,2000,7,1997.0,11.0,2.638356164383562,1,0,Judgment of the Court of 4 July 2000. , Commission of the European Communities v Hellenic Republic. ,0.001900796524257784,0.06029521683225919,0.0003359678012411893,0.0005220412911184388,9.993473311227474e-06,4.100550201992445e-05,61997CJ0387:  Commission of the European Communities v Hellenic Republic. ,1,61997CJ0387,Environment
25772,61998CJ0307,0.0,2000,4,1,2001,2000,0,1,0.25,0.0,  Case C-307/98,EU:C:2000:284,Judgement,Moitinho de Almeida,Ruiz-Jarabo Colomer,Belgium,Belgium-Fifth Chamber,Fifth Chamber,2,1998-08-05,2000-05-25,2000,5,1998.0,8.0,1.8054794520547945,1,0,Judgment of the Court (Fifth Chamber) of 25 May 2000. , Commission of the European Communities v Kingdom of Belgium. ,0.0004525706010137581,0.045033308824267884,5.538864446525402e-06,7.22723413617079e-05,2.267717014487743e-07,8.9585915030824e-07,61998CJ0307:  Commission of the European Communities v Kingdom of Belgium. ,0,61998CJ0307,Environment
25774,61998CJ0307,0.0,2000,4,1,2001,2000,0,1,0.25,0.0,  Case C-307/98,EU:C:2000:284,Judgement,Moitinho de Almeida,Ruiz-Jarabo Colomer,Belgium,Belgium-Fifth Chamber,Fifth Chamber,2,1998-08-05,2000-05-25,2000,5,1998.0,8.0,1.8054794520547945,1,0,Judgment of the Court (Fifth Chamber) of 25 May 2000. , Commission of the European Communities v Kingdom of Belgium. ,0.0004525706010137581,0.045033308824267884,5.538864446525402e-06,7.22723413617079e-05,2.267717014487743e-07,8.9585915030824e-07,61998CJ0307:  Commission of the European Communities v Kingdom of Belgium. ,0,61998CJ0307,Environment
26661,61996CJ0337,105.0,1998,1,1,2013,2012,14,1,1.0,0.07142857142857142,  Case C-337/96,EU:C:1998:582,Judgement,Jann,Saggio,United Kingdom,United Kingdom-First Chamber,First Chamber,2,1996-10-14,1998-12-03,1998,12,1996.0,10.0,2.136986301369863,1,0,Judgment of the Court (First Chamber) of 3 December 1998. , Commission of the European Communities v Industrial Refuse &amp; Coal Energy Ltd. ,0.00018102824040550325,9.051412020275162e-05,0.0,3.160890147388385e-05,3.917444183999452e-07,3.805052297073253e-08,61996CJ0337:  Commission of the European Communities v Industrial Refuse &amp; Coal Energy Ltd. ,0,61996CJ0337,Environment
26664,61996CJ0337,105.0,1998,1,1,2013,2012,14,1,1.0,0.07142857142857142,  Case C-337/96,EU:C:1998:582,Judgement,Jann,Saggio,United Kingdom,United Kingdom-First Chamber,First Chamber,2,1996-10-14,1998-12-03,1998,12,1996.0,10.0,2.136986301369863,1,0,Judgment of the Court (First Chamber) of 3 December 1998. , Commission of the European Communities v Industrial Refuse &amp; Coal Energy Ltd. ,0.00018102824040550325,9.051412020275162e-05,0.0,3.160890147388385e-05,3.917444183999452e-07,3.805052297073253e-08,61996CJ0337:  Commission of the European Communities v Industrial Refuse &amp; Coal Energy Ltd. ,0,61996CJ0337,Environment
26667,61998CJ0261,1.0,2000,1,1,2002,2001,1,1,1.0,1.0,  Case C-261/98,EU:C:2000:398,Judgement,Skouris,Saggio,Portugal,Portugal-Second Chamber,Second Chamber,2,1998-07-17,2000-07-13,2000,7,1998.0,7.0,1.9917808219178081,1,0,Judgment of the Court (Second Chamber) of 13 July 2000. , Commission of the European Communities v Portuguese Republic. ,0.0002715423606082549,0.03913039082394864,2.3266792137085426e-06,5.847870510893021e-05,1.1625382833239636e-06,5.41820652323723e-190,61998CJ0261:  Commission of the European Communities v Portuguese Republic. ,0,61998CJ0261,Environment
26669,61998CJ0261,1.0,2000,1,1,2002,2001,1,1,1.0,1.0,  Case C-261/98,EU:C:2000:398,Judgement,Skouris,Saggio,Portugal,Portugal-Second Chamber,Second Chamber,2,1998-07-17,2000-07-13,2000,7,1998.0,7.0,1.9917808219178081,1,0,Judgment of the Court (Second Chamber) of 13 July 2000. , Commission of the European Communities v Portuguese Republic. ,0.0002715423606082549,0.03913039082394864,2.3266792137085426e-06,5.847870510893021e-05,1.1625382833239636e-06,5.41820652323723e-190,61998CJ0261:  Commission of the European Communities v Portuguese Republic. ,0,61998CJ0261,Environment
26672,61996CJ0214,0.0,1998,5,2,1999,1998,0,1,0.4,0.0,  Case C-214/96,EU:C:1998:565,Judgement,Hirsch,Saggio,Spain,Spain-Sixth Chamber,Sixth Chamber,2,1996-06-25,1998-11-25,1998,11,1996.0,6.0,2.419178082191781,1,0,Judgment of the Court (Sixth Chamber) of 25 November 1998. , Commission of the European Communities v Kingdom of Spain. ,0.000724112961622013,0.06096189100737811,0.00013054958193367232,0.0003699953961604841,2.279328166296606e-06,6.982033478790208e-05,61996CJ0214:  Commission of the European Communities v Kingdom of Spain. ,0,61996CJ0214,Environment
26675,61996CJ0214,0.0,1998,5,2,1999,1998,0,1,0.4,0.0,  Case C-214/96,EU:C:1998:565,Judgement,Hirsch,Saggio,Spain,Spain-Sixth Chamber,Sixth Chamber,2,1996-06-25,1998-11-25,1998,11,1996.0,6.0,2.419178082191781,1,0,Judgment of the Court (Sixth Chamber) of 25 November 1998. , Commission of the European Communities v Kingdom of Spain. ,0.000724112961622013,0.06096189100737811,0.00013054958193367232,0.0003699953961604841,2.279328166296606e-06,6.982033478790208e-05,61996CJ0214:  Commission of the European Communities v Kingdom of Spain. ,0,61996CJ0214,Environment
26819,62016CJ0572,0.0,2018,1,0,2018,2018,0,0,0.0,0.0,Case C-572/16,EU:C:2018:100,Judgement,Regan,Saugmandsgaard Ãe,Germany,Germany-First Chamber,First Chamber,1,2016-11-14,2018-02-22,2018,2,2016.0,11.0,1.273972602739726,1,0,Judgment of the Court (First Chamber) of 22 February 2018.,INEOS Köln GmbH v Bundesrepublik Deutschland.,0.0006335988414192613,0.0,0.0,2.769082607392964e-05,2.5129604538792042e-05,0.0,62016CJ0572: INEOS Köln GmbH v Bundesrepublik Deutschland.,0,62016CJ0572,Environment
26821,62016CJ0202,1.0,2017,2,1,2019,2018,1,1,0.5,1.0,Case C-202/16,EU:C:2017:318,Judgement,Biltgen,Saugmandsgaard Ãe,Greece,Greece-Tenth Chamber,Tenth Chamber,1,2016-04-12,2017-04-27,2017,4,2016.0,4.0,1.0410958904109588,1,0,Judgment of the Court (Tenth Chamber) of 27 April 2017.,European Commission v Hellenic Republic.,0.0003620564808110065,0.0,0.0,2.769082607392964e-05,7.663454794870642e-06,0.0,62016CJ0202: European Commission v Hellenic Republic.,0,62016CJ0202,Environment
26822,62016CJ0142,0.0,2017,2,0,2017,2017,0,0,0.0,0.0,Case C-142/16,EU:C:2017:301,Judgement,Toader,Saugmandsgaard Ãe,Germany,Germany-Second Chamber,Second Chamber,1,2016-03-09,2017-04-26,2017,4,2016.0,3.0,1.1315068493150684,1,0,Judgment of the Court (Second Chamber) of 26 April 2017.,European Commission v Federal Republic of Germany.,0.00018102824040550325,0.0,0.0,2.769082607392964e-05,5.525093279982094e-06,0.0,62016CJ0142: European Commission v Federal Republic of Germany.,0,62016CJ0142,Environment
27534,62014CJ0506,2.0,2016,2,2,2018,2017,1,1,1.0,1.0,Case C-506/14,EU:C:2016:799,Judgement,Bonichot,Sharpston,Finland,Finland-Sixth Chamber,Sixth Chamber,2,2014-11-12,2016-10-26,2016,10,2014.0,11.0,1.9561643835616438,1,0,Judgment of the Court (Sixth Chamber) of 26 October 2016.,Yara Suomi Oy and Others v Työ-ja elinkeinoministeriö.,0.0002715423606082549,0.00018102824040550325,1.9091195747111626e-06,3.5750866896692575e-05,1.3753934903190905e-08,2.1347994914678606e-06,62014CJ0506: Yara Suomi Oy and Others v Työ-ja elinkeinoministeriö.,0,62014CJ0506,Environment
