,case_id,bcoefficient,publication_year,total_citations,max_citations_in_a_year,max_citation_year,awakening_time_year,sleep_time_years,time_from_awakening_to_peak_years,peak_year_relative_importance,sleep_to_peak_ratio,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,hits_hubs,hits_authorities,case_name,top_cited,source,subject
13325,62006CJ0186,1.0,2007,3,1,2009,2008,1,1,0.3333333333333333,1.0,  Case C-186/06,EU:C:2007:813,Judgement,Bay Larsen,Kokott,Spain,Spain-Second Chamber,Second Chamber,1,2006-04-18,2007-12-18,2007,12,2006.0,4.0,1.6684931506849314,1,0,Judgment of the Court (Second Chamber) of 18 December 2007. , Commission of the European Communities v Kingdom of Spain. ,0.0012671976828385226,0.047889001847200005,0.0004985941814255708,4.125203358425053e-05,1.972458780819576e-05,1.2887875609268613e-05,62006CJ0186:  Commission of the European Communities v Kingdom of Spain. ,0,62006CJ0186,Environment
13326,62004CJ0418,7.0,2007,10,3,2010,2009,2,1,0.3,0.5,  Case C-418/04,EU:C:2007:780,Judgement,KÅ«ris,Kokott,Ireland,Ireland-Second Chamber,Second Chamber,1,2004-09-29,2007-12-13,2007,12,2004.0,9.0,3.2054794520547945,1,0,Judgment of the Court (Second Chamber) of 13 December 2007. , Commission of the European Communities v Ireland. ,0.0018102824040550324,0.05052687448436389,0.0008497735217211287,0.00016450882899999032,9.828126757046052e-06,1.5348670153883205e-05,62004CJ0418:  Commission of the European Communities v Ireland. ,0,62004CJ0418,Environment
13328,62006CJ0440,0.0,2007,5,1,2008,2007,0,1,0.2,0.0,  Case C-440/06,EU:C:2007:642,Judgement,IleÅ¡iÄ,Kokott,Greece,Greece-Fifth Chamber,Fifth Chamber,1,2006-10-19,2007-10-25,2007,10,2006.0,10.0,1.0164383561643835,1,0,Judgment of the Court (Fifth Chamber) of 25 October 2007. , Commission of the European Communities v Hellenic Republic. ,0.000724112961622013,0.035955966285470424,0.00025615254764553216,9.588748126447544e-05,4.774862798919791e-05,1.37722777197276e-06,62006CJ0440:  Commission of the European Communities v Hellenic Republic. ,0,62006CJ0440,Environment
13329,62006CJ0179,6.0,2007,1,1,2011,2010,3,1,1.0,0.3333333333333333,  Case C-179/06,EU:C:2007:578,Judgement,Silva de Lapuerta,Kokott,Italy,Italy-Fourth Chamber,Fourth Chamber,1,2006-04-05,2007-10-04,2007,10,2006.0,4.0,1.4986301369863013,1,0,Judgment of the Court (Fourth Chamber) of 4 October 2007. , Commission of the European Communities v Italian Republic. ,0.00018102824040550325,0.00020571390955170826,0.0,3.0444476967826226e-05,2.5122220339114587e-06,1.2305818265116202e-05,62006CJ0179:  Commission of the European Communities v Italian Republic. ,0,62006CJ0179,Environment
13330,62005CJ0304,12.0,2007,5,2,2011,2010,3,1,0.4,0.3333333333333333,Case C-304/05,EU:C:2007:532,Judgement,Silva de Lapuerta,Kokott,Italy,Italy-Fourth Chamber,Fourth Chamber,1,2005-07-29,2007-09-20,2007,9,2005.0,7.0,2.1452054794520548,1,0,Judgment of the Court (Fourth Chamber) of 20 September 2007.,Commission of the European Communities v Italian Republic.,0.0006335988414192613,0.050248615793092914,2.654318517757873e-05,5.4112109283558365e-05,3.072117873383593e-06,2.1583783762447253e-05,62005CJ0304: Commission of the European Communities v Italian Republic.,0,62005CJ0304,Environment
13332,62007CJ0090,1.0,2007,1,1,2009,2008,1,1,1.0,1.0,  Case C-90/07,EU:C:2007:429,Judgement,Ã Caoimh,Kokott,Belgium,Belgium-Seventh Chamber,Seventh Chamber,1,2007-02-16,2007-07-12,2007,7,2007.0,2.0,0.4,1,0,Judgment of the Court (Seventh Chamber) of 12 July 2007. , Commission of the European Communities v Kingdom of Belgium. ,0.0004525706010137581,9.051412020275162e-05,5.815772081556178e-07,3.0629382623895296e-05,2.016061774260803e-05,1.5522752257832818e-06,62007CJ0090:  Commission of the European Communities v Kingdom of Belgium. ,0,62007CJ0090,Environment
13334,62005CJ0252,0.0,2007,5,3,2007,2007,0,0,0.6,0.0,  Case C-252/05,EU:C:2007:276,Judgement,Bonichot,Kokott,United Kingdom,United Kingdom-Second Chamber,Second Chamber,1,2005-06-15,2007-05-10,2007,5,2005.0,6.0,1.9013698630136986,1,0,Judgment of the Court (Second Chamber) of 10 May 2007. , The Queen on the application of Thames Water Utilities Ltd v South East London Division; Bromley Magistrates' Court (District Judge Carr). ,0.0006335988414192613,0.03487998152182953,5.49172527074267e-07,5.527635224187034e-05,6.733854659223925e-06,1.2257886024783425e-05,62005CJ0252:  The Queen on the application of Thames Water Utilities Ltd v South East London Division; Bromley Magistrates' Court (District Judge Carr). ,0,62005CJ0252,Environment
13335,62005CJ0342,0.0,2007,3,1,2007,2007,0,0,0.3333333333333333,0.0,  Case C-342/05,EU:C:2007:341,Judgement,Bay Larsen,Kokott,Finland,Finland-Second Chamber,Second Chamber,1,2005-09-14,2007-06-14,2007,6,2005.0,9.0,1.747945205479452,1,0,Judgment of the Court (Second Chamber) of 14 June 2007. , Commission of the European Communities v Republic of Finland. ,0.0004525706010137581,0.03879069262820528,4.4641374154683535e-05,4.51262368473502e-05,1.0157350789954433e-05,9.225377991068928e-05,62005CJ0342:  Commission of the European Communities v Republic of Finland. ,0,62005CJ0342,Environment
13337,62005CJ0423,20.0,2007,3,2,2013,2012,5,1,0.6666666666666666,0.2,  Case C-423/05,EU:C:2007:198,Judgement,KluÄka,Kokott,France,France-Seventh Chamber,Seventh Chamber,2,2005-11-29,2007-03-29,2007,3,2005.0,11.0,1.3287671232876712,1,0,Judgment of the Court (Seventh Chamber) of 29 March 2007. , Commission of the European Communities v French Republic. ,0.0005430847212165098,0.04892171575844415,0.00017479738566425363,5.7990387378871716e-05,2.7332696069827467e-05,0.0001003280316912402,62005CJ0423:  Commission of the European Communities v French Republic. ,0,62005CJ0423,Environment
13340,62005CJ0423,20.0,2007,3,2,2013,2012,5,1,0.6666666666666666,0.2,  Case C-423/05,EU:C:2007:198,Judgement,KluÄka,Kokott,France,France-Seventh Chamber,Seventh Chamber,2,2005-11-29,2007-03-29,2007,3,2005.0,11.0,1.3287671232876712,1,0,Judgment of the Court (Seventh Chamber) of 29 March 2007. , Commission of the European Communities v French Republic. ,0.0005430847212165098,0.04892171575844415,0.00017479738566425363,5.7990387378871716e-05,2.7332696069827467e-05,0.0001003280316912402,62005CJ0423:  Commission of the European Communities v French Republic. ,0,62005CJ0423,Environment
13342,62005CJ0176,0.0,2007,4,3,2007,2007,0,0,0.75,0.0,  Case C-176/05,EU:C:2007:123,Judgement,Schiemann,Kokott,Austria,Austria-First Chamber,First Chamber,2,2005-04-20,2007-03-01,2007,3,2005.0,4.0,1.8630136986301369,1,0,Judgment of the Court (First Chamber) of 1 March 2007. , KVZ retec GmbH v Republik Österreich. ,0.0005430847212165098,0.034877665827427635,7.068743735620928e-07,4.8677117612568374e-05,3.851718304397412e-05,9.07184007652803e-06,62005CJ0176:  KVZ retec GmbH v Republik Österreich. ,0,62005CJ0176,Environment
13345,62005CJ0176,0.0,2007,4,3,2007,2007,0,0,0.75,0.0,  Case C-176/05,EU:C:2007:123,Judgement,Schiemann,Kokott,Austria,Austria-First Chamber,First Chamber,2,2005-04-20,2007-03-01,2007,3,2005.0,4.0,1.8630136986301369,1,0,Judgment of the Court (First Chamber) of 1 March 2007. , KVZ retec GmbH v Republik Österreich. ,0.0005430847212165098,0.034877665827427635,7.068743735620928e-07,4.8677117612568374e-05,3.851718304397412e-05,9.07184007652803e-06,62005CJ0176:  KVZ retec GmbH v Republik Österreich. ,0,62005CJ0176,Environment
13348,62004CJ0239,0.0,2006,3,1,2007,2006,0,1,0.3333333333333333,0.0,Case C-239/04,EU:C:2006:665,Judgement,Silva de Lapuerta,Kokott,Portugal,Portugal-Second Chamber,Second Chamber,1,2004-06-08,2006-10-26,2006,10,2004.0,6.0,2.3835616438356166,1,0,Judgment of the Court (Second Chamber) of 26 October 2006.,Commission of the European Communities v Portuguese Republic.,0.0003620564808110065,0.046245454409527056,1.5404271109608912e-07,6.717611412404642e-05,2.5122220339114587e-06,1.0595112599106777e-05,62004CJ0239: Commission of the European Communities v Portuguese Republic.,0,62004CJ0239,Environment
13349,62005CJ0191,0.0,2006,1,1,2007,2006,0,1,1.0,0.0,  Case C-191/05,EU:C:2006:472,Judgement,KÅ«ris,Kokott,Portugal,Portugal-Second Chamber,Second Chamber,1,2005-04-28,2006-07-13,2006,7,2005.0,4.0,1.2082191780821918,1,0,Judgment of the Court (Second Chamber) of 13 July 2006. , Commission of the European Communities v Portuguese Republic. ,0.00018102824040550325,0.046472161508476335,0.00015882096427595284,4.1532374143583656e-05,2.8632364794471885e-191,7.78999540913804e-07,62005CJ0191:  Commission of the European Communities v Portuguese Republic. ,0,62005CJ0191,Environment
13350,62004CJ0221,0.0,2006,6,2,2007,2006,0,1,0.3333333333333333,0.0,  Case C-221/04,EU:C:2006:329,Judgement,KÅ«ris,Kokott,Spain,Spain-Second Chamber,Second Chamber,1,2004-05-27,2006-05-18,2006,5,2004.0,5.0,1.9753424657534246,1,0,Judgment of the Court (Second Chamber) of 18 May 2006. , Commission of the European Communities v Kingdom of Spain. ,0.000724112961622013,0.041226879806348586,0.00013804450910767367,5.9733815983215443e-05,1.0935051004885714e-05,5.436324455943976e-05,62004CJ0221:  Commission of the European Communities v Kingdom of Spain. ,0,62004CJ0221,Environment
13351,62004CJ0209,6.0,2006,3,1,2010,2009,3,1,0.3333333333333333,0.3333333333333333,  Case C-209/04,EU:C:2006:195,Judgement,KÅ«ris,Kokott,Austria,Austria-Second Chamber,Second Chamber,1,2004-05-12,2006-03-23,2006,3,2004.0,5.0,1.8630136986301369,1,0,Judgment of the Court (Second Chamber) of 23 March 2006. , Commission of the European Communities v Republic of Austria. ,0.0004525706010137581,0.04674796243903154,1.2818267601294487e-05,3.497134217335132e-05,7.8157231176093e-06,7.06226369005226e-05,62004CJ0209:  Commission of the European Communities v Republic of Austria. ,0,62004CJ0209,Environment
13354,62003CJ0178,3.0,2006,1,1,2009,2008,2,1,1.0,0.5,  Case C-178/03,EU:C:2006:4,Judgement,Timmermans,Kokott,not_specified,not_specified-Second Chamber,Second Chamber,2,2003-04-24,2006-01-10,2006,1,2003.0,4.0,2.717808219178082,1,0,Judgment of the Court (Second Chamber) of 10 January 2006. , Commission of the European Communities v European Parliament and Council of the European Union. ,0.0010861694424330196,0.0008795042546868526,3.0787766757350787e-06,3.2903682282676984e-05,3.0134478892538838e-05,2.8789814100586778e-06,62003CJ0178:  Commission of the European Communities v European Parliament and Council of the European Union. ,0,62003CJ0178,Environment
13357,62003CJ0178,3.0,2006,1,1,2009,2008,2,1,1.0,0.5,  Case C-178/03,EU:C:2006:4,Judgement,Timmermans,Kokott,not_specified,not_specified-Second Chamber,Second Chamber,2,2003-04-24,2006-01-10,2006,1,2003.0,4.0,2.717808219178082,1,0,Judgment of the Court (Second Chamber) of 10 January 2006. , Commission of the European Communities v European Parliament and Council of the European Union. ,0.0010861694424330196,0.0008795042546868526,3.0787766757350787e-06,3.2903682282676984e-05,3.0134478892538838e-05,2.8789814100586778e-06,62003CJ0178:  Commission of the European Communities v European Parliament and Council of the European Union. ,0,62003CJ0178,Environment
13360,62003CJ0094,41.0,2006,3,2,2013,2012,6,1,0.6666666666666666,0.16666666666666666,  Case C-94/03,EU:C:2006:2,Judgement,Timmermans,Kokott,not_specified,not_specified-Second Chamber,Second Chamber,2,2003-02-28,2006-01-10,2006,1,2003.0,2.0,2.8684931506849316,1,0,Judgment of the Court (Second Chamber) of 10 January 2006. , Commission of the European Communities v Council of the European Union. ,0.0015387400434467775,0.0011890263972088734,1.642040456974587e-05,5.47073465093253e-05,4.404831618581053e-05,7.998355842127513e-06,62003CJ0094:  Commission of the European Communities v Council of the European Union. ,0,62003CJ0094,Environment
13363,62003CJ0094,41.0,2006,3,2,2013,2012,6,1,0.6666666666666666,0.16666666666666666,  Case C-94/03,EU:C:2006:2,Judgement,Timmermans,Kokott,not_specified,not_specified-Second Chamber,Second Chamber,2,2003-02-28,2006-01-10,2006,1,2003.0,2.0,2.8684931506849316,1,0,Judgment of the Court (Second Chamber) of 10 January 2006. , Commission of the European Communities v Council of the European Union. ,0.0015387400434467775,0.0011890263972088734,1.642040456974587e-05,5.47073465093253e-05,4.404831618581053e-05,7.998355842127513e-06,62003CJ0094:  Commission of the European Communities v Council of the European Union. ,0,62003CJ0094,Environment
13364,62004CJ0006,4.0,2005,11,5,2007,2006,1,1,0.45454545454545453,1.0,  Case C-6/04,EU:C:2005:626,Judgement,KluÄka,Kokott,United Kingdom,United Kingdom-Second Chamber,Second Chamber,1,2004-01-09,2005-10-20,2005,10,2004.0,1.0,1.7808219178082192,1,0,Judgment of the Court (Second Chamber) of 20 October 2005. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.0009956553222302679,0.04711710516295963,0.0,0.0001823247700900856,0.0,2.0782996729340758e-05,62004CJ0006:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,1,62004CJ0006,Environment
13365,62003CJ0441,10.0,2005,1,1,2010,2009,4,1,1.0,0.25,  Case C-441/03,EU:C:2005:233,Judgement,Silva de Lapuerta,Kokott,Netherlands,Netherlands-Second Chamber,Second Chamber,1,2003-10-16,2005-04-14,2005,4,2003.0,10.0,1.4958904109589042,1,0,Judgment of the Court (Second Chamber) of 14 April 2005. , Commission of the European Communities v Kingdom of the Netherlands. ,0.00018102824040550325,0.04638660331851596,0.0,5.465841112225248e-05,2.5122220339114587e-06,2.645216958453886e-07,62003CJ0441:  Commission of the European Communities v Kingdom of the Netherlands. ,0,62003CJ0441,Environment
13366,62003CJ0117,60.0,2005,9,3,2012,2009,4,3,0.3333333333333333,0.75,  Case C-117/03,EU:C:2005:16,Judgement,Gulmann,Kokott,Italy,Italy-Second Chamber,Second Chamber,1,2003-03-18,2005-01-13,2005,1,2003.0,3.0,1.8273972602739725,1,0,Judgment of the Court (Second Chamber) of 13 January 2005. , Società Italiana Dragaggi SpA and Others v Ministero delle Infrastrutture e dei Trasporti and Regione Autonoma Friuli Venezia Giulia. ,0.0009051412020275162,0.046321133975901735,3.122113036508542e-05,0.00011141019534996065,5.153818752558414e-07,2.99897506370152e-05,62003CJ0117:  Società Italiana Dragaggi SpA and Others v Ministero delle Infrastrutture e dei Trasporti and Regione Autonoma Friuli Venezia Giulia. ,0,62003CJ0117,Environment
13367,62002CJ0457,8.0,2004,6,3,2007,2005,1,2,0.5,2.0,  Case C-457/02,EU:C:2004:707,Judgement,Puissochet,Kokott,Italy,Italy-Second Chamber,Second Chamber,2,2002-12-18,2004-11-11,2004,11,2002.0,12.0,1.9013698630136986,1,0,Judgment of the Court (Second Chamber) of 11 November 2004. , Criminal proceedings against Antonio Niselli. ,0.0013577118030412745,0.0349303411144445,0.00047629388156805643,7.047394283941195e-05,0.00035776699847058483,1.3943389636893127e-05,62002CJ0457:  Criminal proceedings against Antonio Niselli. ,0,62002CJ0457,Environment
13370,62002CJ0457,8.0,2004,6,3,2007,2005,1,2,0.5,2.0,  Case C-457/02,EU:C:2004:707,Judgement,Puissochet,Kokott,Italy,Italy-Second Chamber,Second Chamber,2,2002-12-18,2004-11-11,2004,11,2002.0,12.0,1.9013698630136986,1,0,Judgment of the Court (Second Chamber) of 11 November 2004. , Criminal proceedings against Antonio Niselli. ,0.0013577118030412745,0.0349303411144445,0.00047629388156805643,7.047394283941195e-05,0.00035776699847058483,1.3943389636893127e-05,62002CJ0457:  Criminal proceedings against Antonio Niselli. ,0,62002CJ0457,Environment
13373,62002CJ0127,67.33333333333333,2004,19,4,2012,2009,5,3,0.21052631578947367,0.6,Case C-127/02,EU:C:2004:482,Judgement,Gulmann,Kokott,Netherlands,Netherlands-Grand Chamber,Grand Chamber,1,2002-04-08,2004-09-07,2004,9,2002.0,4.0,2.419178082191781,1,0,Judgment of the Court (Grand Chamber) of 7 September 2004.,Landelijke Vereniging tot Behoud van de Waddenzee and Nederlandse Vereniging tot Bescherming van Vogels v Staatssecretaris van Landbouw; Natuurbeheer en Visserij.,0.0017197682838522806,0.04764569423057458,1.4423870434892947e-05,0.0003614573462495054,9.739782434930141e-06,4.753969121889441e-05,62002CJ0127: Landelijke Vereniging tot Behoud van de Waddenzee and Nederlandse Vereniging tot Bescherming van Vogels v Staatssecretaris van Landbouw; Natuurbeheer en Visserij.,1,62002CJ0127,Environment
13374,62003CJ0001,0.0,2004,7,1,2005,2004,0,1,0.14285714285714285,0.0,  Case C-1/03,EU:C:2004:490,Judgement,Puissochet,Kokott,Belgium,Belgium-Second Chamber,Second Chamber,2,2003-01-03,2004-09-07,2004,9,2003.0,1.0,1.6794520547945206,1,0,Judgment of the Court (Second Chamber) of 7 September 2004. , Criminal proceedings against Paul Van de Walle; Daniel Laurent; Thierry Mersch and Texaco Belgium SA. ,0.0009051412020275162,0.049825844480001186,0.0001073516378067725,0.00012494110639529472,5.000739254730988e-05,1.680354668874673e-05,62003CJ0001:  Criminal proceedings against Paul Van de Walle; Daniel Laurent; Thierry Mersch and Texaco Belgium SA. ,0,62003CJ0001,Environment
13378,62003CJ0001,0.0,2004,7,1,2005,2004,0,1,0.14285714285714285,0.0,  Case C-1/03,EU:C:2004:490,Judgement,Puissochet,Kokott,Belgium,Belgium-Second Chamber,Second Chamber,2,2003-01-03,2004-09-07,2004,9,2003.0,1.0,1.6794520547945206,1,0,Judgment of the Court (Second Chamber) of 7 September 2004. , Criminal proceedings against Paul Van de Walle; Daniel Laurent; Thierry Mersch and Texaco Belgium SA. ,0.0009051412020275162,0.049825844480001186,0.0001073516378067725,0.00012494110639529472,5.000739254730988e-05,1.680354668874673e-05,62003CJ0001:  Criminal proceedings against Paul Van de Walle; Daniel Laurent; Thierry Mersch and Texaco Belgium SA. ,0,62003CJ0001,Environment
14379,61996CJ0392,68.0,1999,15,4,2006,2003,4,3,0.26666666666666666,0.75,  Case C-392/96,EU:C:1999:431,Judgement,SevÃ³n,La Pergola,Ireland,Ireland-Fifth Chamber,Fifth Chamber,2,1996-12-05,1999-09-21,1999,9,1996.0,12.0,2.7945205479452055,1,0,Judgment of the Court (Fifth Chamber) of 21 September 1999. , Commission of the European Communities v Ireland. ,0.0016292541636495294,0.05826852760711779,9.970515385086375e-05,0.0001777626517855617,1.1352595427680886e-06,8.746748656028923e-05,61996CJ0392:  Commission of the European Communities v Ireland. ,1,61996CJ0392,Environment
14381,61996CJ0392,68.0,1999,15,4,2006,2003,4,3,0.26666666666666666,0.75,  Case C-392/96,EU:C:1999:431,Judgement,SevÃ³n,La Pergola,Ireland,Ireland-Fifth Chamber,Fifth Chamber,2,1996-12-05,1999-09-21,1999,9,1996.0,12.0,2.7945205479452055,1,0,Judgment of the Court (Fifth Chamber) of 21 September 1999. , Commission of the European Communities v Ireland. ,0.0016292541636495294,0.05826852760711779,9.970515385086375e-05,0.0001777626517855617,1.1352595427680886e-06,8.746748656028923e-05,61996CJ0392:  Commission of the European Communities v Ireland. ,1,61996CJ0392,Environment
14383,61996CJ0321,108.0,1998,5,2,2009,2008,10,1,0.4,0.1,  Case C-321/96,EU:C:1998:300,Judgement,Schintgen,La Pergola,Germany,Germany-Sixth Chamber,Sixth Chamber,1,1996-10-01,1998-06-17,1998,6,1996.0,10.0,1.7095890410958905,1,0,Judgment of the Court (Sixth Chamber) of 17 June 1998. , Wilhelm Mecklenburg v Kreis Pinneberg - Der Landrat. ,0.0006335988414192613,0.040268895035244605,5.34587862454537e-05,8.223551547057225e-05,1.0361870982765933e-05,2.1362144575839656e-05,61996CJ0321:  Wilhelm Mecklenburg v Kreis Pinneberg - Der Landrat. ,0,61996CJ0321,Environment
14385,61995CJ0312,0.0,1996,1,1,1996,1996,0,0,1.0,0.0,  Case C-312/95,EU:C:1996:392,Judgement,SevÃ³n,La Pergola,Luxembourg,Luxembourg-Fifth Chamber,Fifth Chamber,2,1995-10-03,1996-10-17,1996,10,1995.0,10.0,1.0410958904109588,1,0,Judgment of the Court (Fifth Chamber) of 17 October 1996. , Commission of the European Communities v Grand Duchy of Luxemburg. ,0.00018102824040550325,0.04479118926258759,2.520898381842606e-05,0.00047098317320482333,2.2408049777439325e-06,5.41820652323723e-190,61995CJ0312:  Commission of the European Communities v Grand Duchy of Luxemburg. ,0,61995CJ0312,Environment
14387,61995CJ0312,0.0,1996,1,1,1996,1996,0,0,1.0,0.0,  Case C-312/95,EU:C:1996:392,Judgement,SevÃ³n,La Pergola,Luxembourg,Luxembourg-Fifth Chamber,Fifth Chamber,2,1995-10-03,1996-10-17,1996,10,1995.0,10.0,1.0410958904109588,1,0,Judgment of the Court (Fifth Chamber) of 17 October 1996. , Commission of the European Communities v Grand Duchy of Luxemburg. ,0.00018102824040550325,0.04479118926258759,2.520898381842606e-05,0.00047098317320482333,2.2408049777439325e-06,5.41820652323723e-190,61995CJ0312:  Commission of the European Communities v Grand Duchy of Luxemburg. ,0,61995CJ0312,Environment
15116,61998CJ0209,6.0,2000,6,2,2003,2002,2,1,0.3333333333333333,0.5,  Case C-209/98,EU:C:2000:279,Judgement,Ragnemalm,LÃ©ger,Denmark,Denmark-not_specified,not_specified,4,1998-06-08,2000-05-23,2000,5,1998.0,6.0,1.9589041095890412,1,0,Judgment of the Court of 23 May 2000. , Entreprenørforeningens Affalds/Miljøsektion (FFAD) v Københavns Kommune. ,0.0013577118030412745,0.04350867183121932,0.00014606736479342645,5.198232382804921e-05,6.507658669215559e-05,8.07717495218532e-05,61998CJ0209:  Entreprenørforeningens Affalds/Miljøsektion (FFAD) v Københavns Kommune. ,0,61998CJ0209,Environment
15125,61998CJ0209,6.0,2000,6,2,2003,2002,2,1,0.3333333333333333,0.5,  Case C-209/98,EU:C:2000:279,Judgement,Ragnemalm,LÃ©ger,Denmark,Denmark-not_specified,not_specified,4,1998-06-08,2000-05-23,2000,5,1998.0,6.0,1.9589041095890412,1,0,Judgment of the Court of 23 May 2000. , Entreprenørforeningens Affalds/Miljøsektion (FFAD) v Københavns Kommune. ,0.0013577118030412745,0.04350867183121932,0.00014606736479342645,5.198232382804921e-05,6.507658669215559e-05,8.07717495218532e-05,61998CJ0209:  Entreprenørforeningens Affalds/Miljøsektion (FFAD) v Københavns Kommune. ,0,61998CJ0209,Environment
15134,61998CJ0209,6.0,2000,6,2,2003,2002,2,1,0.3333333333333333,0.5,  Case C-209/98,EU:C:2000:279,Judgement,Ragnemalm,LÃ©ger,Denmark,Denmark-not_specified,not_specified,4,1998-06-08,2000-05-23,2000,5,1998.0,6.0,1.9589041095890412,1,0,Judgment of the Court of 23 May 2000. , Entreprenørforeningens Affalds/Miljøsektion (FFAD) v Københavns Kommune. ,0.0013577118030412745,0.04350867183121932,0.00014606736479342645,5.198232382804921e-05,6.507658669215559e-05,8.07717495218532e-05,61998CJ0209:  Entreprenørforeningens Affalds/Miljøsektion (FFAD) v Københavns Kommune. ,0,61998CJ0209,Environment
15143,61998CJ0209,6.0,2000,6,2,2003,2002,2,1,0.3333333333333333,0.5,  Case C-209/98,EU:C:2000:279,Judgement,Ragnemalm,LÃ©ger,Denmark,Denmark-not_specified,not_specified,4,1998-06-08,2000-05-23,2000,5,1998.0,6.0,1.9589041095890412,1,0,Judgment of the Court of 23 May 2000. , Entreprenørforeningens Affalds/Miljøsektion (FFAD) v Københavns Kommune. ,0.0013577118030412745,0.04350867183121932,0.00014606736479342645,5.198232382804921e-05,6.507658669215559e-05,8.07717495218532e-05,61998CJ0209:  Entreprenørforeningens Affalds/Miljøsektion (FFAD) v Københavns Kommune. ,0,61998CJ0209,Environment
15158,61995CJ0341,0.5,1998,9,3,2000,1999,1,1,0.3333333333333333,1.0,  Case C-341/95,EU:C:1998:353,Judgement,Ioannou,LÃ©ger,Italy,Italy-not_specified,not_specified,4,1995-10-30,1998-07-14,1998,7,1995.0,10.0,2.706849315068493,1,0,Judgment of the Court of 14 July 1998. , Gianni Bettati v Safety Hi-Tech Srl. ,0.0017197682838522806,0.0636866830356844,0.0006117749009018537,0.00013455000722669693,0.00011804849484786888,0.0001648931135119334,61995CJ0341:  Gianni Bettati v Safety Hi-Tech Srl. ,0,61995CJ0341,Environment
15166,61995CJ0341,0.5,1998,9,3,2000,1999,1,1,0.3333333333333333,1.0,  Case C-341/95,EU:C:1998:353,Judgement,Ioannou,LÃ©ger,Italy,Italy-not_specified,not_specified,4,1995-10-30,1998-07-14,1998,7,1995.0,10.0,2.706849315068493,1,0,Judgment of the Court of 14 July 1998. , Gianni Bettati v Safety Hi-Tech Srl. ,0.0017197682838522806,0.0636866830356844,0.0006117749009018537,0.00013455000722669693,0.00011804849484786888,0.0001648931135119334,61995CJ0341:  Gianni Bettati v Safety Hi-Tech Srl. ,0,61995CJ0341,Environment
15174,61995CJ0341,0.5,1998,9,3,2000,1999,1,1,0.3333333333333333,1.0,  Case C-341/95,EU:C:1998:353,Judgement,Ioannou,LÃ©ger,Italy,Italy-not_specified,not_specified,4,1995-10-30,1998-07-14,1998,7,1995.0,10.0,2.706849315068493,1,0,Judgment of the Court of 14 July 1998. , Gianni Bettati v Safety Hi-Tech Srl. ,0.0017197682838522806,0.0636866830356844,0.0006117749009018537,0.00013455000722669693,0.00011804849484786888,0.0001648931135119334,61995CJ0341:  Gianni Bettati v Safety Hi-Tech Srl. ,0,61995CJ0341,Environment
15182,61995CJ0341,0.5,1998,9,3,2000,1999,1,1,0.3333333333333333,1.0,  Case C-341/95,EU:C:1998:353,Judgement,Ioannou,LÃ©ger,Italy,Italy-not_specified,not_specified,4,1995-10-30,1998-07-14,1998,7,1995.0,10.0,2.706849315068493,1,0,Judgment of the Court of 14 July 1998. , Gianni Bettati v Safety Hi-Tech Srl. ,0.0017197682838522806,0.0636866830356844,0.0006117749009018537,0.00013455000722669693,0.00011804849484786888,0.0001648931135119334,61995CJ0341:  Gianni Bettati v Safety Hi-Tech Srl. ,0,61995CJ0341,Environment
15196,61995CJ0284,0.0,1998,9,2,1999,1998,0,1,0.2222222222222222,0.0,  Case C-284/95,EU:C:1998:352,Judgement,Ioannou,LÃ©ger,Italy,Italy-not_specified,not_specified,4,1995-08-28,1998-07-14,1998,7,1995.0,8.0,2.8794520547945206,1,0,Judgment of the Court of 14 July 1998. , Safety Hi-Tech Srl v S. &amp; T. Srl. ,0.0013577118030412745,0.06474403513876104,0.00032131101447082435,7.552384704717722e-05,8.983111736385251e-05,0.00021040647009561896,61995CJ0284:  Safety Hi-Tech Srl v S. &amp; T. Srl. ,0,61995CJ0284,Environment
15204,61995CJ0284,0.0,1998,9,2,1999,1998,0,1,0.2222222222222222,0.0,  Case C-284/95,EU:C:1998:352,Judgement,Ioannou,LÃ©ger,Italy,Italy-not_specified,not_specified,4,1995-08-28,1998-07-14,1998,7,1995.0,8.0,2.8794520547945206,1,0,Judgment of the Court of 14 July 1998. , Safety Hi-Tech Srl v S. &amp; T. Srl. ,0.0013577118030412745,0.06474403513876104,0.00032131101447082435,7.552384704717722e-05,8.983111736385251e-05,0.00021040647009561896,61995CJ0284:  Safety Hi-Tech Srl v S. &amp; T. Srl. ,0,61995CJ0284,Environment
